Date,pharm_classes,Actual_Rx
2023-01-23,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-01-23,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-01-23,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2023-01-23,"Insulin Analog, Insulin",8
2023-01-23,"Macrolide Antimicrobial, Macrolides",6
2023-01-23,"Penicillin-class Antibacterial, Penicillins",23
2023-01-23,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-01-23,"Thyroxine, l-Thyroxine",8
2023-01-24,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",11
2023-01-24,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-01-24,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-01-24,"Biguanide, Biguanides",16
2023-01-24,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",14
2023-01-24,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-01-24,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-01-24,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",12
2023-01-24,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-01-24,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-01-24,"Insulin Analog, Insulin",11
2023-01-24,"Macrolide Antimicrobial, Macrolides",4
2023-01-24,"Penicillin-class Antibacterial, Penicillins",21
2023-01-24,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-01-24,"Thyroxine, l-Thyroxine",8
2023-01-25,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-01-25,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-01-25,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-01-25,"Biguanide, Biguanides",14
2023-01-25,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-01-25,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2023-01-25,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-01-25,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-01-25,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-01-25,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-01-25,"Insulin Analog, Insulin",11
2023-01-25,"Macrolide Antimicrobial, Macrolides",9
2023-01-25,"Penicillin-class Antibacterial, Penicillins",24
2023-01-25,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-01-25,"Thyroxine, l-Thyroxine",11
2023-01-26,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-01-26,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",16
2023-01-26,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",12
2023-01-26,"Biguanide, Biguanides",10
2023-01-26,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-01-26,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",6
2023-01-26,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-01-26,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",12
2023-01-26,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-01-26,"Increased Diuresis, Thiazide Diuretic, Thiazides",25
2023-01-26,"Insulin Analog, Insulin",17
2023-01-26,"Macrolide Antimicrobial, Macrolides",9
2023-01-26,"Penicillin-class Antibacterial, Penicillins",17
2023-01-26,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-01-26,"Thyroxine, l-Thyroxine",14
2023-01-27,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",24
2023-01-27,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2023-01-27,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-01-27,"Biguanide, Biguanides",16
2023-01-27,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2023-01-27,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-01-27,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-01-27,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-01-27,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-01-27,"Increased Diuresis, Thiazide Diuretic, Thiazides",9
2023-01-27,"Insulin Analog, Insulin",14
2023-01-27,"Macrolide Antimicrobial, Macrolides",5
2023-01-27,"Penicillin-class Antibacterial, Penicillins",25
2023-01-27,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-01-27,"Thyroxine, l-Thyroxine",9
2023-01-28,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",26
2023-01-28,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2023-01-28,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",15
2023-01-28,"Biguanide, Biguanides",15
2023-01-28,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-01-28,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-01-28,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-01-28,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",3
2023-01-28,"Increased Diuresis at Loop of Henle, Loop Diuretic",12
2023-01-28,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-01-28,"Insulin Analog, Insulin",8
2023-01-28,"Macrolide Antimicrobial, Macrolides",6
2023-01-28,"Penicillin-class Antibacterial, Penicillins",18
2023-01-28,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-01-28,"Thyroxine, l-Thyroxine",10
2023-01-29,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-01-29,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",18
2023-01-29,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",3
2023-01-29,"Biguanide, Biguanides",10
2023-01-29,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",19
2023-01-29,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-01-29,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-01-29,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-01-29,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-01-29,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-01-29,"Insulin Analog, Insulin",10
2023-01-29,"Macrolide Antimicrobial, Macrolides",7
2023-01-29,"Penicillin-class Antibacterial, Penicillins",22
2023-01-29,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-01-29,"Thyroxine, l-Thyroxine",11
2023-01-30,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",22
2023-01-30,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2023-01-30,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-01-30,"Biguanide, Biguanides",15
2023-01-30,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2023-01-30,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-01-30,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-01-30,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",13
2023-01-30,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-01-30,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2023-01-30,"Insulin Analog, Insulin",11
2023-01-30,"Macrolide Antimicrobial, Macrolides",5
2023-01-30,"Penicillin-class Antibacterial, Penicillins",14
2023-01-30,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-01-30,"Thyroxine, l-Thyroxine",10
2023-01-31,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-01-31,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-01-31,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",13
2023-01-31,"Biguanide, Biguanides",15
2023-01-31,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-01-31,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-01-31,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",3
2023-01-31,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-01-31,"Increased Diuresis at Loop of Henle, Loop Diuretic",3
2023-01-31,"Increased Diuresis, Thiazide Diuretic, Thiazides",22
2023-01-31,"Insulin Analog, Insulin",13
2023-01-31,"Macrolide Antimicrobial, Macrolides",7
2023-01-31,"Penicillin-class Antibacterial, Penicillins",17
2023-01-31,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-01-31,"Thyroxine, l-Thyroxine",5
2023-02-01,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",9
2023-02-01,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-02-01,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-02-01,"Biguanide, Biguanides",13
2023-02-01,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-02-01,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-02-01,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-02-01,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",16
2023-02-01,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-02-01,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-02-01,"Insulin Analog, Insulin",11
2023-02-01,"Macrolide Antimicrobial, Macrolides",6
2023-02-01,"Penicillin-class Antibacterial, Penicillins",22
2023-02-01,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",12
2023-02-01,"Thyroxine, l-Thyroxine",12
2023-02-02,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",25
2023-02-02,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",18
2023-02-02,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-02-02,"Biguanide, Biguanides",11
2023-02-02,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-02-02,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-02-02,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-02-02,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-02-02,"Increased Diuresis at Loop of Henle, Loop Diuretic",12
2023-02-02,"Increased Diuresis, Thiazide Diuretic, Thiazides",8
2023-02-02,"Insulin Analog, Insulin",9
2023-02-02,"Macrolide Antimicrobial, Macrolides",7
2023-02-02,"Penicillin-class Antibacterial, Penicillins",22
2023-02-02,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-02-02,"Thyroxine, l-Thyroxine",12
2023-02-03,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-02-03,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",4
2023-02-03,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-02-03,"Biguanide, Biguanides",14
2023-02-03,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-02-03,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-02-03,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",4
2023-02-03,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-02-03,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-02-03,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-02-03,"Insulin Analog, Insulin",10
2023-02-03,"Macrolide Antimicrobial, Macrolides",6
2023-02-03,"Penicillin-class Antibacterial, Penicillins",11
2023-02-03,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",3
2023-02-03,"Thyroxine, l-Thyroxine",11
2023-02-04,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-02-04,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-02-04,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-02-04,"Biguanide, Biguanides",14
2023-02-04,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-02-04,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",15
2023-02-04,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-02-04,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-02-04,"Increased Diuresis at Loop of Henle, Loop Diuretic",9
2023-02-04,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2023-02-04,"Insulin Analog, Insulin",13
2023-02-04,"Macrolide Antimicrobial, Macrolides",14
2023-02-04,"Penicillin-class Antibacterial, Penicillins",15
2023-02-04,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-02-04,"Thyroxine, l-Thyroxine",9
2023-02-05,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",14
2023-02-05,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",17
2023-02-05,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-02-05,"Biguanide, Biguanides",12
2023-02-05,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",16
2023-02-05,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2023-02-05,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-02-05,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-02-05,"Increased Diuresis at Loop of Henle, Loop Diuretic",3
2023-02-05,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-02-05,"Insulin Analog, Insulin",8
2023-02-05,"Macrolide Antimicrobial, Macrolides",6
2023-02-05,"Penicillin-class Antibacterial, Penicillins",15
2023-02-05,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-02-05,"Thyroxine, l-Thyroxine",14
2023-02-06,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",13
2023-02-06,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2023-02-06,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-02-06,"Biguanide, Biguanides",13
2023-02-06,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-02-06,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",14
2023-02-06,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-02-06,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-02-06,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-02-06,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-02-06,"Insulin Analog, Insulin",12
2023-02-06,"Macrolide Antimicrobial, Macrolides",6
2023-02-06,"Penicillin-class Antibacterial, Penicillins",14
2023-02-06,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-02-06,"Thyroxine, l-Thyroxine",9
2023-02-07,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-02-07,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-02-07,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2023-02-07,"Biguanide, Biguanides",12
2023-02-07,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-02-07,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-02-07,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-02-07,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",3
2023-02-07,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-02-07,"Increased Diuresis, Thiazide Diuretic, Thiazides",9
2023-02-07,"Insulin Analog, Insulin",12
2023-02-07,"Macrolide Antimicrobial, Macrolides",6
2023-02-07,"Penicillin-class Antibacterial, Penicillins",18
2023-02-07,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-02-07,"Thyroxine, l-Thyroxine",13
2023-02-08,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",22
2023-02-08,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-02-08,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-02-08,"Biguanide, Biguanides",19
2023-02-08,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-02-08,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2023-02-08,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-02-08,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-02-08,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-02-08,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2023-02-08,"Insulin Analog, Insulin",11
2023-02-08,"Macrolide Antimicrobial, Macrolides",5
2023-02-08,"Penicillin-class Antibacterial, Penicillins",16
2023-02-08,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-02-08,"Thyroxine, l-Thyroxine",5
2023-02-09,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",14
2023-02-09,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-02-09,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2023-02-09,"Biguanide, Biguanides",17
2023-02-09,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-02-09,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-02-09,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",4
2023-02-09,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-02-09,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-02-09,"Increased Diuresis, Thiazide Diuretic, Thiazides",9
2023-02-09,"Insulin Analog, Insulin",10
2023-02-09,"Macrolide Antimicrobial, Macrolides",6
2023-02-09,"Penicillin-class Antibacterial, Penicillins",18
2023-02-09,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-02-09,"Thyroxine, l-Thyroxine",12
2023-02-10,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",26
2023-02-10,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",6
2023-02-10,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-02-10,"Biguanide, Biguanides",16
2023-02-10,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",7
2023-02-10,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-02-10,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-02-10,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-02-10,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
