DrugID,DrugName,DrugClass
6308-3601-22,Metab,"Acidifying Activity, Amino Acid, Amino Acids, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Decreased Coagulation Factor Activity"
4374-2078-52,Glucoreg,"Acidifying Activity, Analogs/Derivatives, Anti-coagulant, Antihypoglycemic Agent, Ascorbic Acid, Calcium Chelating Activity, Calculi Dissolution Agent, Decreased Coagulation Factor Activity, Decreased GI Motility, Decreased GI Smooth Muscle Tone, Decreased Glycolysis, Gastrointestinal Motility Inhibitor, Increased Gluconeogenesis, Increased Glycogenolysis, Vitamin B 6, Vitamin B6 Analog, Vitamin C"
0637-7625-02,Intra-cell,"Acidifying Activity, Analogs/Derivatives, Anti-coagulant, Ascorbic Acid, Blood Coagulation Factor, Calcium Chelating Activity, Calcium, Calculi Dissolution Agent, Calculi Dissolution Agent, Carnitine Analog, Carnitine, Cations, Divalent, Copper Absorption Inhibitor, Decreased Coagulation Factor Activity, Decreased Copper Ion Absorption, Depigmenting Activity, Increased Coagulation Factor Activity, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Inhibition Small Intestine Fluid/Electrolyte Absorption, Iron, Magnesium Ion Exchange Activity, Magnetic Resonance Contrast Activity, Magnetic Resonance Contrast Activity, Melanin Synthesis Inhibitor, Melanin Synthesis Inhibitors, Nicotinic Acid, Nicotinic Acids, Osmotic Activity, Osmotic Laxative, Paramagnetic Contrast Agent, Paramagnetic Contrast Agent, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity, Stimulation Large Intestine Fluid/Electrolyte Secretion, Vitamin B 12, Vitamin B 6, Vitamin B12, Vitamin B6 Analog, Vitamin C"
0170-8945-02,GUNA-CELL,"Acidifying Activity, Analogs/Derivatives, Anti-coagulant, Ascorbic Acid, Blood Coagulation Factor, Calcium Chelating Activity, Calcium, Calculi Dissolution Agent, Calculi Dissolution Agent, Carnitine Analog, Carnitine, Cations, Divalent, Decreased Coagulation Factor Activity, Increased Coagulation Factor Activity, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Inhibition Small Intestine Fluid/Electrolyte Absorption, Magnesium Ion Exchange Activity, Magnetic Resonance Contrast Activity, Magnetic Resonance Contrast Activity, Nicotinic Acid, Nicotinic Acids, Osmotic Activity, Osmotic Laxative, Paramagnetic Contrast Agent, Paramagnetic Contrast Agent, Stimulation Large Intestine Fluid/Electrolyte Secretion, Vitamin B 6, Vitamin B6 Analog, Vitamin C"
4374-2070-12,B Complex Mix System Formula,"Acidifying Activity, Analogs/Derivatives, Anti-coagulant, Ascorbic Acid, Calcium Chelating Activity, Calculi Dissolution Agent, Decreased Coagulation Factor Activity, Magnetic Resonance Contrast Activity, Nicotinic Acid, Nicotinic Acids, Paramagnetic Contrast Agent, Vitamin B 12, Vitamin B 6, Vitamin B Complex Member, Vitamin B Complex, Vitamin B12, Vitamin B6 Analog, Vitamin C"
0677-5114-32,Alka Seltzer Original,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Nonsteroidal Anti-inflammatory Drug, Osmotic Activity, Osmotic Laxative, Platelet Aggregation Inhibitor"
0028-0021-12,Alka-Seltzer Extra Strength,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Nonsteroidal Anti-inflammatory Drug, Osmotic Activity, Osmotic Laxative, Platelet Aggregation Inhibitor"
0639-4142-12,Best Choice Effervescent Antacid Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
5020-1042-12,Bromo Seltzer,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0698-4242-12,CVS Health Antacid and Pain Reliever,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0698-4254-22,CVS Health Extra Strength Antacid and Pain Reliever,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0415-2044-42,Care One Original Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0559-1042-22,DG Health Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0813-5242-12,Dr. Juans Santo Remedio PARA LA ACIDEZ,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0539-4342-12,Drug Mart Effervescent Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0378-0842-12,Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0411-6342-12,Equaline Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0490-3542-12,Equate Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0490-3554-02,Equate Extra Strength Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0659-2342-12,Family Care Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0553-1942-12,Family Wellness Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0553-1542-12,Freds Effervescent Antacid Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
5020-1421-62,Good Sense Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0378-0854-02,HEB Extra Strength Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0301-4242-12,Kroger Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
7000-0042-12,Leader Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
7000-0057-42,Leader Extra Strength Effervescent Antacid and Pain Reliever,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0412-5022-22,Meijer Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0560-6242-12,Publix Fast Relief Effervescent,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0638-6822-92,Quality Choice Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0638-6856-92,Quality Choice Extra Strength Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
1182-2421-22,Rite Aid Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0211-3042-12,Signature Care Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0497-3842-12,Smart Sense Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
5020-1421-22,Top Value Effervescent Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
0368-0042-12,TopCare Effervescent Antacid and Pain Relief,"Acidifying Activity, Anti-Inflammatory Agents, Non-Steroidal, Anti-coagulant, Calcium Chelating Activity, Calculi Dissolution Agent, Cyclooxygenase Inhibitors, Decreased Coagulation Factor Activity, Decreased Platelet Aggregation, Decreased Prostaglandin Production, Nonsteroidal Anti-inflammatory Drug, Platelet Aggregation Inhibitor"
